item_id,shop_id,title,image_id
11660846447,48184967,"Khẩu trang trẻ em KF94 💖Túi 10 CHIẾC💖, khẩu trang cho bé 4D họa tiết xinh xắn, đáng yêu, Togabo",9a782297277476a7dafbf82e2975ac7a
9503862358,226055724,Kem chống nắng Altruist Dermatologist Sunscreen SPF 30 - SPF 50,832ddb9f28921b9e8f21b691bb3a1d9b
9265300215,460047409,"Bàn chải đánh răng cho bé chữ u chất liệu Silicon chịu được lực cắn, cho bé từ 2 tuổi - 6 tuổi FOSSIO E50",d8f11bba141697900bf4fcefbdf42046
4763554517,158616416,"Thanh chắn cửa, chắn cầu thang không khoan tường an toàn cho trẻ nhỏ",996ba365f4b739f567232826e4882769
8552687989,267075185,Khăn lau mặt dùng 1 lần spa LIKADO kích thước (20x20cm)(50 tờ)(1 cuộn),272234c360cfed27df702897ed901dae
4278006422,80982978,"Thanh chắn giường SALE giá nhập, chặn giường Pakey dạng trượt cao tối đa 90cm có 3 màu phù hợp bé trai, bé gái",2096b1162bc5f8a8dbdfa92e5a1a78a1
9069739923,48184967,"Khẩu trang cho bé  💖COMBO 60 CHIẾC💖 Khẩu trang trẻ em 3D kháng khuẩn tái sử dụng được, TOGABO",a625a1735a8ea89f0fa253c5e491c974
7657735874,189459138,Nước hoa Johnson's Baby nhiều mùi hương 50ml,7c4e0c2a69b1595e51d5f333186d4d0e
1638974411,45117875, Miếng lót thấm sữa Mameyo (Bịch 100 Miếng),f53c1d47b0b9791cd1951a4701f0cd98
7534645889,154429296,"Chậu Xông Hơi Vùng Kín Phụ nữ Sau Sinh Gấp Gọn Gắn bồn cầu Tiện Lợi kèm Vòi xịt, Bô xông hơ phụ khoa sản phụ",8e548dd27977b5cfbf432794cc48d7e4
5383585731,2561951,"Tăm bông Aten 100% bông tự nhiên an toàn cho bé, có tem chống hàng giả 100 que",c19489658faa7544079183e2133f217c
6422138282,171163961,"Khay Trữ,Hộp Trữ Đông Loại 1 Ngăn 60 - 80ml Tiện Dụng Cho Mẹ và Bé GoodBabyVn",752fb3f9236037297a24e0d3bab42268
6816312877,63521925,Miếng lót sơ sinh Bobby Newborn 1-108 miếng,9aa227454266129b3145df5fa414ff72
7642862420,237355222,"Máy xay đa năng HATTIECS 0.3L, máy xay ăn dặm cho bé",9b7bcd93c880359c5b7dda44834da458
9249824469,431544029,Tinh Dầu Thảo Dược Cửa Sổ Vàng,ca944c2384e98a396bf2017fea613ee0
933861672,27394285,BỘT LÁ TRẦU KHÔNG (DẠNG TÚI LỌC),6de0d462da62e11541a0e5c17ea979a7
2449836718,158872204,"Máy Nghe Tiếng Ồn Trắng (máy white noise tạo tiếng ru giúp bé ngủ ngon, sâu giấc) Shop Bố Soup",b8d4008ee965dcb3991144c675663383
2783547712,171163961,"Khuôn Tạo Hình Cơm , Trứng ,Khuôn Làm Bánh Cho Bé Ăn Dặm Ngon Miệng",bdb3b710ca31d3349c815a811817e1e2
4541704389,171163961,"Hộp Trữ Đông ,Khay Trữ Đông Có Nắp 60 -150ml Bảo Quản Đồ Ăn Dặm Cho Bé Chống Rò Rỉ Goodbabyvn",2d991e44b401c950f3ca91aecabaeaa2
